ID,AGE,WORKCLASS,EDUCATION,EDUCATIONAL-NUM,MARITAL-STATUS,OCCUPATION,RELATIONSHIP,GENDER,CAPITAL-GAIN,CAPITAL-LOSS,HOURS-PER-WEEK,INCOME
27380,79,?,HS-grad,9,Married-civ-spouse,?,Husband,Male,0,0,40,0
27381,42,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,1
27382,67,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,50,0
27383,36,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,45,1
27384,35,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,1
27385,27,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,0
27386,21,Private,7th-8th,4,Never-married,Machine-op-inspct,Own-child,Male,0,0,40,0
27387,46,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,0
27388,45,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,1902,45,1
27389,20,Private,11th,7,Never-married,Tech-support,Other-relative,Male,0,0,40,0
27390,17,Private,11th,7,Never-married,Other-service,Own-child,Male,0,0,20,0
27391,40,Private,Some-college,10,Divorced,Other-service,Not-in-family,Male,4787,0,50,1
27392,28,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
27393,33,Private,11th,7,Never-married,Craft-repair,Own-child,Male,0,0,40,0
27394,55,Private,HS-grad,9,Divorced,Sales,Not-in-family,Female,0,0,40,0
27395,55,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,0
27396,47,Private,HS-grad,9,Separated,Craft-repair,Unmarried,Female,0,0,40,0
27397,52,Self-emp-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,15024,0,60,1
27398,29,Private,Some-college,10,Never-married,Sales,Unmarried,Female,0,0,40,0
27399,36,Private,5th-6th,3,Never-married,Other-service,Not-in-family,Male,0,0,35,0
27400,37,Private,Bachelors,13,Separated,Other-service,Not-in-family,Male,0,0,70,0
27401,41,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Female,0,1980,40,0
27402,43,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,48,1
27403,24,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,Male,2105,0,50,0
27404,39,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Female,0,0,60,0
27405,47,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,0
27406,42,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,Female,0,0,45,0
27407,39,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Male,0,2258,42,1
27408,48,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,Female,0,0,60,0
27409,47,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,1977,50,1
27410,27,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,0
27411,29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
27412,22,Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,Female,0,0,30,0
27413,37,State-gov,HS-grad,9,Separated,Craft-repair,Not-in-family,Male,0,0,44,0
27414,38,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,0
27415,32,Private,Preschool,1,Married-civ-spouse,Machine-op-inspct,Wife,Female,4508,0,40,0
27416,48,Local-gov,Masters,14,Divorced,Prof-specialty,Unmarried,Female,0,0,80,0
27417,46,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,50,0
27418,51,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Female,0,0,38,0
27419,28,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,5013,0,55,0
27420,35,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,0
27421,18,Private,11th,7,Never-married,Craft-repair,Own-child,Male,0,0,30,0
27422,45,Private,HS-grad,9,Separated,Craft-repair,Unmarried,Female,0,0,40,0
27423,36,Self-emp-not-inc,HS-grad,9,Never-married,Transport-moving,Own-child,Male,0,0,40,0
27424,73,Private,Some-college,10,Widowed,Priv-house-serv,Unmarried,Female,0,0,10,0
27425,52,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
27426,17,Private,10th,6,Never-married,Other-service,Own-child,Female,0,0,40,0
27427,29,Federal-gov,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,1
27428,31,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,1
27429,20,Private,Some-college,10,Never-married,Farming-fishing,Own-child,Male,0,0,10,0
27430,42,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,5178,0,40,1
27431,37,Private,Some-college,10,Separated,Other-service,Other-relative,Female,0,0,40,0
27432,40,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,0
27433,32,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,45,1
27434,29,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,55,1
27435,20,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,Female,0,0,40,0
27436,26,Private,11th,7,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,1
27437,25,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Male,3674,0,30,0
27438,37,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Male,0,0,80,1
27439,18,?,12th,8,Never-married,?,Own-child,Female,0,0,24,0
27440,33,?,Some-college,10,Married-civ-spouse,?,Wife,Female,0,0,50,0
27441,26,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
27442,24,Private,HS-grad,9,Never-married,Sales,Own-child,Female,0,0,30,0
27443,33,Private,HS-grad,9,Married-civ-spouse,Other-service,Own-child,Female,0,0,25,0
27444,23,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Male,0,0,40,0
27445,20,?,10th,6,Never-married,?,Own-child,Male,0,0,40,0
27446,36,Private,Some-college,10,Never-married,Sales,Not-in-family,Male,0,0,50,0
27447,37,Private,Bachelors,13,Widowed,Prof-specialty,Not-in-family,Female,0,0,50,0
27448,24,Private,Assoc-voc,11,Never-married,Machine-op-inspct,Own-child,Male,0,0,35,0
27449,38,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,1
27450,50,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,Female,0,0,45,0
27451,44,Private,11th,7,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,1
27452,46,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,1887,40,1
27453,57,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Female,0,0,40,0
27454,37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,70,0
27455,44,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Male,0,0,55,0
27456,21,Private,Some-college,10,Never-married,Other-service,Own-child,Female,0,0,30,0
27457,31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,1
27458,32,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,Male,7298,0,42,1
27459,45,Private,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,Female,0,0,60,1
27460,20,Local-gov,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,0
27461,52,Private,HS-grad,9,Separated,Priv-house-serv,Not-in-family,Female,0,0,50,0
27462,47,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,25,0
27463,41,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,0
27464,40,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,60,1
27465,41,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,40,1
27466,46,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,1902,50,1
27467,49,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Female,0,0,40,0
27468,65,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Female,0,0,40,0
27469,50,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Other-relative,Female,0,0,40,0
27470,59,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,1
27471,18,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Female,0,0,25,0
27472,47,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,7688,0,45,1
27473,47,?,HS-grad,9,Married-civ-spouse,?,Husband,Male,5178,0,30,1
27474,45,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,45,1
27475,17,Private,11th,7,Never-married,Sales,Own-child,Female,0,0,40,0
27476,45,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,32,1
27477,73,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
27478,48,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
27479,64,?,HS-grad,9,Married-civ-spouse,?,Wife,Female,0,0,20,0
27480,38,State-gov,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,Male,0,0,60,0
27481,37,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,50,1
27482,62,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,20051,0,72,1
27483,26,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Male,0,0,40,0
27484,46,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,50,1
27485,46,Private,Masters,14,Married-civ-spouse,Tech-support,Husband,Male,0,1977,40,1
27486,51,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,4787,0,24,1
27487,54,Federal-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,Female,0,0,40,0
27488,65,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
27489,29,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,0
27490,37,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,40,0
27491,36,Self-emp-not-inc,Doctorate,16,Separated,Prof-specialty,Unmarried,Female,0,0,10,0
27492,60,Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Not-in-family,Male,0,0,50,1
27493,33,Private,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,Male,0,2001,40,0
27494,62,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,Female,0,0,20,0
27495,20,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,0
27496,37,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,Female,14084,0,35,1
27497,66,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,2936,0,20,0
27498,32,?,Assoc-acdm,12,Never-married,?,Unmarried,Male,0,0,20,0
27499,29,State-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,0
27500,70,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,Male,10566,0,40,0
27501,74,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,15,0
27502,37,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
27503,51,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
27504,50,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,0
27505,42,Private,HS-grad,9,Never-married,Sales,Not-in-family,Male,0,0,60,1
27506,26,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Male,0,0,70,0
27507,27,Local-gov,Some-college,10,Never-married,Protective-serv,Not-in-family,Male,0,2231,40,1
27508,58,Self-emp-not-inc,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Male,0,0,70,0
27509,30,?,Some-college,10,Separated,?,Not-in-family,Male,0,0,60,0
27510,32,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Male,0,1876,50,0
27511,66,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,1825,10,1
27512,23,Private,Some-college,10,Never-married,Sales,Own-child,Male,0,0,45,0
27513,35,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,44,0
27514,50,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,0
27515,17,?,11th,7,Never-married,?,Own-child,Female,0,0,40,0
27516,35,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,Female,0,0,48,0
27517,31,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Female,0,0,50,0
27518,30,Private,11th,7,Never-married,Handlers-cleaners,Own-child,Male,0,0,49,0
27519,84,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,35,1
27520,35,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Not-in-family,Male,0,0,40,0
27521,45,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,50,1
27522,46,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Male,0,0,40,0
27523,50,Local-gov,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,0
27524,37,Private,11th,7,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,40,0
27525,32,Private,HS-grad,9,Divorced,Other-service,Own-child,Female,0,0,40,0
27526,53,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,1902,48,1
27527,27,Federal-gov,Some-college,10,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,1
27528,22,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,0
27529,29,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,0
27530,35,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,44,0
27531,38,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Wife,Female,0,0,35,0
27532,29,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,0
27533,26,Private,Some-college,10,Never-married,Handlers-cleaners,Other-relative,Male,0,0,44,0
27534,34,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,0
27535,31,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,1
27536,30,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,2051,40,0
27537,20,Private,Some-college,10,Never-married,Other-service,Own-child,Male,0,0,40,0
27538,37,Private,Masters,14,Divorced,Prof-specialty,Unmarried,Male,0,0,48,0
27539,32,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,20,0
27540,36,Private,Assoc-acdm,12,Divorced,Sales,Unmarried,Female,0,0,40,0
27541,54,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,7298,0,40,1
27542,78,?,7th-8th,4,Married-civ-spouse,?,Husband,Male,0,0,40,0
27543,46,Self-emp-not-inc,Some-college,10,Divorced,Exec-managerial,Unmarried,Female,0,0,50,0
27544,18,Private,HS-grad,9,Never-married,Sales,Own-child,Female,0,0,20,0
27545,57,Private,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Male,0,0,50,0
27546,37,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,0
27547,43,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,1
27548,45,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Female,0,0,40,0
27549,32,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Female,0,0,40,0
27550,38,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,0
27551,25,Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,Female,0,2001,30,0
27552,70,Private,Some-college,10,Divorced,Farming-fishing,Not-in-family,Male,0,0,40,0
27553,40,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,50,1
27554,40,Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Not-in-family,Male,0,0,40,0
27555,20,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,Male,0,0,40,0
27556,29,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
27557,24,Private,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,Male,0,0,55,0
27558,28,Private,Assoc-voc,11,Never-married,Exec-managerial,Own-child,Female,0,0,40,0
27559,58,Private,10th,6,Divorced,Transport-moving,Not-in-family,Male,0,0,50,0
27560,38,Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,Female,0,213,40,0
27561,59,Self-emp-not-inc,Some-college,10,Widowed,Farming-fishing,Not-in-family,Female,6849,0,40,0
27562,18,Private,11th,7,Never-married,Adm-clerical,Own-child,Female,0,0,15,0
27563,40,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
27564,39,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,0
27565,35,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,1887,50,1
27566,45,Private,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,Male,0,0,72,0
27567,62,?,Bachelors,13,Divorced,?,Not-in-family,Male,0,0,5,0
27568,24,State-gov,HS-grad,9,Never-married,Adm-clerical,Unmarried,Female,0,0,20,0
27569,22,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Male,0,0,30,0
27570,23,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
27571,39,Self-emp-not-inc,Some-college,10,Separated,Craft-repair,Not-in-family,Male,0,0,60,1
27572,28,Private,Assoc-voc,11,Never-married,Tech-support,Own-child,Female,0,0,38,0
27573,51,Private,11th,7,Married-civ-spouse,Sales,Husband,Male,4386,0,30,1
27574,44,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,Female,0,0,37,0
27575,73,?,1st-4th,2,Married-civ-spouse,?,Husband,Male,0,0,40,0
27576,24,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,35,0
27577,24,Private,11th,7,Married-civ-spouse,Sales,Husband,Male,0,0,40,0
27578,52,Private,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,0
27579,43,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,0
27580,67,Self-emp-inc,12th,8,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,20,0
27581,31,Private,12th,8,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,0
27582,36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,7688,0,50,1
27583,43,Private,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,0
27584,31,Private,7th-8th,4,Divorced,Handlers-cleaners,Other-relative,Male,0,0,70,0
27585,23,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Male,0,0,20,0
27586,26,Private,Bachelors,13,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,0
27587,48,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,0
27588,40,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,44,0
27589,55,Local-gov,Prof-school,15,Divorced,Prof-specialty,Not-in-family,Female,0,0,39,0
27590,49,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,1
27591,34,Private,Bachelors,13,Never-married,Other-service,Not-in-family,Female,0,0,15,0
27592,29,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Female,0,0,60,0
27593,50,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,Female,0,0,8,0
27594,19,Private,Some-college,10,Never-married,Sales,Own-child,Female,0,0,9,0
27595,63,State-gov,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,Male,0,1902,50,1
27596,66,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,30,0
27597,65,?,Some-college,10,Widowed,?,Not-in-family,Female,0,0,6,0
27598,60,Private,Assoc-voc,11,Divorced,Other-service,Not-in-family,Male,0,0,20,0
27599,60,Private,HS-grad,9,Divorced,Other-service,Unmarried,Female,0,0,38,0
27600,19,Private,HS-grad,9,Never-married,Tech-support,Own-child,Male,0,0,40,0
27601,26,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,0
27602,75,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,1735,40,0
27603,58,State-gov,Some-college,10,Widowed,Prof-specialty,Not-in-family,Female,0,0,20,0
27604,18,Self-emp-not-inc,Some-college,10,Never-married,Exec-managerial,Not-in-family,Female,0,0,50,0
27605,65,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Male,3818,0,40,0
27606,50,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,1887,40,1
27607,26,Private,Some-college,10,Never-married,Other-service,Own-child,Male,0,0,40,0
27608,45,Federal-gov,Masters,14,Married-civ-spouse,Sales,Husband,Male,0,0,50,1
27609,19,?,Some-college,10,Never-married,?,Own-child,Male,0,0,40,0
27610,29,Federal-gov,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,1
27611,52,Private,Some-college,10,Married-civ-spouse,Sales,Wife,Female,0,0,52,1
27612,23,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,Female,0,0,40,0
27613,21,Private,HS-grad,9,Never-married,Other-service,Own-child,Male,0,0,40,0
27614,48,Local-gov,HS-grad,9,Never-married,Exec-managerial,Own-child,Female,0,0,40,0
27615,59,?,Masters,14,Married-civ-spouse,?,Husband,Male,0,0,35,1
27616,50,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
27617,41,State-gov,Bachelors,13,Never-married,Protective-serv,Not-in-family,Male,0,1590,40,0
27618,32,Private,HS-grad,9,Divorced,Sales,Unmarried,Female,0,0,30,0
27619,40,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,0
27620,19,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,30,0
27621,30,?,5th-6th,3,Married-civ-spouse,?,Husband,Male,0,0,40,0
27622,42,State-gov,HS-grad,9,Separated,Adm-clerical,Unmarried,Male,0,0,39,0
27623,23,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,Female,0,0,50,0
27624,37,Self-emp-not-inc,HS-grad,9,Divorced,Farming-fishing,Not-in-family,Male,27828,0,40,1
27625,21,Private,11th,7,Never-married,Prof-specialty,Not-in-family,Female,0,0,24,0
27626,28,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,1
27627,50,?,HS-grad,9,Married-civ-spouse,?,Husband,Male,0,0,40,0
27628,20,Private,Some-college,10,Never-married,Sales,Own-child,Male,0,0,25,0
27629,21,Private,11th,7,Never-married,Craft-repair,Not-in-family,Male,0,0,35,0
27630,21,Private,Some-college,10,Never-married,Other-service,Other-relative,Male,0,0,16,0
27631,45,Self-emp-not-inc,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,0
27632,49,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
27633,53,Self-emp-inc,Some-college,10,Divorced,Sales,Not-in-family,Male,8614,0,50,1
27634,41,Private,HS-grad,9,Divorced,Machine-op-inspct,Own-child,Male,0,0,40,0
27635,48,Local-gov,Bachelors,13,Married-spouse-absent,Adm-clerical,Unmarried,Female,0,0,40,0
27636,73,?,HS-grad,9,Widowed,?,Not-in-family,Female,0,0,15,0
27637,34,Private,Some-college,10,Separated,Exec-managerial,Unmarried,Female,0,0,40,0
27638,24,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Female,0,0,40,0
27639,58,State-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Female,0,0,16,0
27640,41,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,50,1
27641,53,Private,Preschool,1,Married-civ-spouse,Other-service,Husband,Male,0,0,40,0
27642,40,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
27643,28,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,7298,0,40,1
27644,32,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,1740,47,0
27645,44,Self-emp-inc,Some-college,10,Never-married,Exec-managerial,Not-in-family,Male,2202,0,45,0
27646,18,Private,11th,7,Never-married,Other-service,Other-relative,Female,0,0,40,0
27647,37,State-gov,HS-grad,9,Separated,Other-service,Unmarried,Female,0,0,40,0
27648,43,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Female,0,0,45,0
27649,22,Private,HS-grad,9,Never-married,Other-service,Own-child,Female,0,0,40,0
27650,28,Private,10th,6,Never-married,Handlers-cleaners,Other-relative,Male,0,0,40,0
27651,51,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,Female,0,0,40,0
27652,63,Private,HS-grad,9,Divorced,Prof-specialty,Not-in-family,Female,0,0,72,0
27653,29,Private,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Male,0,0,45,0
27654,44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,7298,0,48,1
27655,44,Private,7th-8th,4,Separated,Other-service,Unmarried,Female,0,0,38,0
27656,37,State-gov,Some-college,10,Married-civ-spouse,Other-service,Husband,Male,0,0,40,0
27657,62,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,0
27658,31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,52,0
27659,20,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Male,0,0,30,0
27660,48,Private,10th,6,Divorced,Machine-op-inspct,Unmarried,Female,0,1594,32,0
27661,24,Self-emp-not-inc,Some-college,10,Never-married,Other-service,Not-in-family,Female,0,0,50,0
27662,56,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
27663,36,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,35,0
27664,29,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Male,0,0,40,0
27665,34,Private,Prof-school,15,Never-married,Tech-support,Not-in-family,Male,0,1564,40,1
27666,39,Private,Some-college,10,Never-married,Craft-repair,Own-child,Male,0,0,40,0
27667,29,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,45,0
27668,38,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,65,0
27669,23,Private,9th,5,Never-married,Other-service,Own-child,Male,0,0,20,0
27670,37,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,40,0
27671,30,Self-emp-not-inc,Some-college,10,Divorced,Other-service,Unmarried,Female,0,0,30,0
27672,58,?,Some-college,10,Married-civ-spouse,?,Wife,Female,0,0,36,0
