AGE,WORKCLASS,EDUCATION,EDUCATIONAL-NUM,MARITAL-STATUS,OCCUPATION,RELATIONSHIP,GENDER,CAPITAL-GAIN,CAPITAL-LOSS,HOURS-PER-WEEK,INCOME
43,Self-emp-inc,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,Male,99999,0,40,1
23,Private,Some-college,10,Never-married,Sales,Not-in-family,Female,0,0,20,0
50,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,35,0
25,Private,Some-college,10,Never-married,Prof-specialty,Own-child,Male,0,0,40,0
40,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,Male,0,0,50,0
39,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Male,7688,0,40,1
41,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,52,1
32,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Own-child,Male,0,0,40,0
19,Private,Some-college,10,Never-married,Other-service,Not-in-family,Female,0,0,40,0
26,Private,HS-grad,9,Never-married,Other-service,Own-child,Male,0,0,40,0
30,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,0
34,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
41,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,0
42,Self-emp-not-inc,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Male,0,0,30,0
45,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
22,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,Male,0,0,35,0
25,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,0
22,Federal-gov,Some-college,10,Never-married,Adm-clerical,Own-child,Male,0,0,20,0
46,State-gov,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,40,1
48,Self-emp-inc,Some-college,10,Divorced,Farming-fishing,Not-in-family,Male,0,0,45,0
45,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,52,1
19,Private,Some-college,10,Never-married,Other-service,Own-child,Male,0,0,14,0
31,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
30,Self-emp-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,70,0
40,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,50,1
60,?,Some-college,10,Married-civ-spouse,?,Husband,Male,0,0,12,1
52,?,12th,8,Married-civ-spouse,?,Wife,Female,0,0,40,1
22,Private,Some-college,10,Never-married,Sales,Own-child,Female,0,0,15,0
25,Private,Some-college,10,Divorced,Other-service,Own-child,Male,0,0,38,0
51,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,80,1
32,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,62,0
51,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,25,0
42,Private,Some-college,10,Divorced,Sales,Not-in-family,Male,0,0,50,1
39,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,1887,40,1
24,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,0
52,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,1741,38,0
58,?,1st-4th,2,Married-spouse-absent,?,Unmarried,Male,0,0,40,0
43,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,55,0
31,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
28,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,40,0
31,Federal-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,7688,0,60,1
61,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,2051,20,0
26,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,Female,0,0,40,0
46,Private,Bachelors,13,Never-married,Other-service,Not-in-family,Male,0,0,40,0
62,?,HS-grad,9,Married-civ-spouse,?,Husband,Male,0,0,40,1
50,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,Female,0,0,35,0
18,Private,11th,7,Never-married,Adm-clerical,Own-child,Female,0,0,5,0
23,Private,Bachelors,13,Never-married,Sales,Not-in-family,Male,0,0,48,0
21,Private,Some-college,10,Never-married,Sales,Own-child,Female,0,1762,28,0
46,Private,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,Male,0,0,36,0
38,Private,HS-grad,9,Divorced,Sales,Unmarried,Female,0,0,40,0
53,Private,12th,8,Divorced,Farming-fishing,Own-child,Male,0,0,40,0
53,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,40,1
50,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,1
26,Private,HS-grad,9,Never-married,Other-service,Unmarried,Male,0,0,25,0
46,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,Female,8614,0,55,1
44,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
36,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,1
20,Private,Some-college,10,Never-married,Other-service,Not-in-family,Female,0,0,30,0
35,Private,7th-8th,4,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,0
40,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,20,0
70,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,40,0
57,Private,7th-8th,4,Married-civ-spouse,Sales,Husband,Male,0,0,50,0
40,Private,Preschool,1,Married-civ-spouse,Other-service,Husband,Male,0,1672,40,0
18,Private,11th,7,Never-married,Craft-repair,Own-child,Male,0,0,5,0
45,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,2829,0,60,0
52,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
24,?,HS-grad,9,Never-married,?,Own-child,Male,0,0,40,0
42,Self-emp-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,60,0
28,Local-gov,HS-grad,9,Separated,Transport-moving,Own-child,Male,0,0,45,0
32,Private,Assoc-voc,11,Never-married,Tech-support,Unmarried,Female,0,0,60,0
56,Federal-gov,Bachelors,13,Divorced,Adm-clerical,Not-in-family,Male,0,0,40,0
44,Private,1st-4th,2,Married-civ-spouse,Other-service,Wife,Female,0,0,40,0
20,Private,Some-college,10,Never-married,Sales,Unmarried,Female,0,0,30,0
32,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,1
59,Private,Some-college,10,Separated,Adm-clerical,Other-relative,Male,3325,0,40,0
21,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Male,2176,0,40,0
32,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
49,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,5013,0,40,0
22,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,Female,1055,0,30,0
51,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,1
33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,3411,0,40,0
23,Private,Bachelors,13,Never-married,Sales,Not-in-family,Male,0,0,50,0
34,Private,HS-grad,9,Never-married,Other-service,Unmarried,Male,0,0,30,0
53,Private,12th,8,Divorced,Transport-moving,Not-in-family,Female,0,0,40,0
44,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,45,0
60,Private,Some-college,10,Widowed,Protective-serv,Not-in-family,Female,0,0,40,0
55,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,38,0
57,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,30,0
59,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,0
26,?,Some-college,10,Never-married,?,Own-child,Male,0,0,40,0
30,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Own-child,Female,7298,0,16,1
49,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,43,0
45,Private,12th,8,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
29,Self-emp-inc,Bachelors,13,Never-married,Sales,Own-child,Female,0,0,40,0
37,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,60,1
21,Private,12th,8,Never-married,Farming-fishing,Not-in-family,Male,0,0,40,0
36,State-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
18,?,HS-grad,9,Never-married,?,Own-child,Female,0,0,20,0
37,Private,Bachelors,13,Never-married,Sales,Not-in-family,Male,0,0,45,0
19,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,0
65,?,7th-8th,4,Married-civ-spouse,?,Husband,Male,0,0,25,0
30,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,Female,0,0,35,0
27,?,Masters,14,Never-married,?,Not-in-family,Female,0,0,40,0
59,Federal-gov,Some-college,10,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,1
32,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,Male,0,0,60,1
25,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Male,0,0,40,0
40,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,80,1
21,?,9th,5,Never-married,?,Own-child,Male,0,0,42,0
49,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,Female,0,0,40,1
49,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,0
51,?,HS-grad,9,Divorced,?,Unmarried,Female,0,0,40,0
48,Private,9th,5,Widowed,Transport-moving,Unmarried,Male,0,0,40,1
42,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,45,0
53,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
29,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Not-in-family,Male,0,0,45,0
21,?,HS-grad,9,Never-married,?,Other-relative,Female,0,0,24,0
54,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,15,0
66,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,99999,0,55,1
34,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,0
39,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,1887,40,1
62,?,Assoc-voc,11,Married-civ-spouse,?,Husband,Male,0,0,40,0
30,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,0
27,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Female,0,0,40,0
25,Private,Assoc-voc,11,Never-married,Craft-repair,Own-child,Male,0,0,40,0
26,Private,HS-grad,9,Separated,Farming-fishing,Not-in-family,Male,0,0,40,0
45,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,7298,0,60,1
55,Private,Some-college,10,Separated,Exec-managerial,Unmarried,Female,0,0,10,0
26,Private,HS-grad,9,Never-married,Other-service,Other-relative,Male,0,0,40,0
45,Private,Bachelors,13,Separated,Prof-specialty,Unmarried,Female,0,0,56,0
61,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,Female,0,0,40,1
34,?,7th-8th,4,Separated,?,Unmarried,Female,0,0,40,0
26,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,0
44,Federal-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,0
45,Self-emp-not-inc,Some-college,10,Divorced,Craft-repair,Not-in-family,Male,0,0,30,0
55,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Female,0,0,40,0
20,Private,Some-college,10,Never-married,Other-service,Other-relative,Male,0,0,30,0
48,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,1
33,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,Male,0,0,60,0
44,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
32,Self-emp-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,0
54,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
40,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
29,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,10,1
56,Private,10th,6,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,0
47,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,1
22,Private,Some-college,10,Never-married,Tech-support,Not-in-family,Female,0,0,40,0
46,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,0,0,45,1
24,Federal-gov,Some-college,10,Never-married,Exec-managerial,Own-child,Male,0,0,40,0
37,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,Male,0,0,40,0
49,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,Male,0,0,40,0
44,Federal-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,Male,13550,0,50,1
21,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Male,0,0,40,0
55,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
23,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Female,0,0,32,0
50,Private,11th,7,Divorced,Sales,Not-in-family,Female,0,0,40,0
44,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Other-relative,Female,0,0,20,0
48,Private,Some-college,10,Married-civ-spouse,Craft-repair,Other-relative,Male,0,0,40,1
38,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,70,1
48,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,1977,45,1
39,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Male,0,0,50,0
52,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,44,1
63,Private,HS-grad,9,Widowed,Other-service,Other-relative,Female,0,0,40,0
48,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Female,0,2258,40,1
37,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,0
26,State-gov,Masters,14,Never-married,Exec-managerial,Not-in-family,Female,0,0,40,0
50,Self-emp-inc,11th,7,Never-married,Exec-managerial,Other-relative,Male,0,2444,40,1
47,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,15024,0,40,1
19,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,Female,0,0,15,0
34,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Female,0,0,40,0
29,Local-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,Female,0,0,40,0
33,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,Male,0,0,45,0
53,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,24,0
24,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
39,Private,Some-college,10,Divorced,Transport-moving,Not-in-family,Male,0,0,65,0
50,Self-emp-not-inc,Assoc-acdm,12,Never-married,Sales,Not-in-family,Female,0,1408,5,0
31,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,0
22,Private,Assoc-voc,11,Never-married,Sales,Not-in-family,Female,0,0,25,0
42,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Male,0,0,42,0
23,Private,12th,8,Never-married,Sales,Own-child,Female,0,0,25,0
22,Private,11th,7,Divorced,Sales,Own-child,Male,0,0,50,0
65,Private,5th-6th,3,Widowed,Machine-op-inspct,Not-in-family,Female,0,0,10,0
34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,44,0
23,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Male,1055,0,20,0
38,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,7298,0,40,1
45,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,80,0
19,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Male,0,0,40,0
46,Private,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,Female,0,1602,8,0
23,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Female,0,0,20,0
37,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,1
59,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,0
36,State-gov,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,40,0
35,Private,Bachelors,13,Never-married,Sales,Not-in-family,Male,10520,0,45,1
51,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,Female,0,0,12,0
42,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,Female,0,0,30,0
35,Private,Masters,14,Never-married,Sales,Not-in-family,Female,0,0,40,0
20,Private,HS-grad,9,Never-married,Other-service,Own-child,Female,0,0,38,0
25,Private,HS-grad,9,Never-married,Other-service,Other-relative,Male,4101,0,60,0
41,Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,40,0
40,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,Male,0,0,35,0
36,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,37,0
34,Self-emp-inc,Masters,14,Married-civ-spouse,Sales,Husband,Male,0,0,60,1
44,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Not-in-family,Male,0,0,42,0
31,Federal-gov,Bachelors,13,Separated,Prof-specialty,Not-in-family,Male,0,0,40,0
41,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
43,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
43,Private,Masters,14,Never-married,Tech-support,Not-in-family,Female,0,0,40,0
58,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,Male,5178,0,40,1
19,Private,Some-college,10,Never-married,Sales,Own-child,Female,0,0,30,0
43,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Male,0,0,55,1
50,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,45,0
44,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,1
46,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Male,0,0,38,0
52,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,1
52,Self-emp-not-inc,HS-grad,9,Never-married,Prof-specialty,Not-in-family,Male,0,0,50,0
18,Private,12th,8,Never-married,Adm-clerical,Own-child,Female,0,0,12,0
29,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Female,0,0,55,0
19,?,HS-grad,9,Married-civ-spouse,?,Wife,Female,0,0,36,0
34,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,Male,0,0,40,0
23,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,0
64,State-gov,Some-college,10,Separated,Adm-clerical,Not-in-family,Female,0,0,65,0
68,Private,10th,6,Divorced,Transport-moving,Not-in-family,Male,0,0,20,0
42,State-gov,HS-grad,9,Never-married,Adm-clerical,Unmarried,Female,0,0,40,0
41,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,60,1
41,Self-emp-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,50,0
22,State-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,20,0
67,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,20051,0,20,1
27,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,1
25,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,0
49,?,HS-grad,9,Married-civ-spouse,?,Wife,Female,0,0,60,0
28,Private,Assoc-acdm,12,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,45,0
51,Federal-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,15024,0,40,1
23,Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,Female,0,0,35,0
19,Private,12th,8,Never-married,Other-service,Own-child,Female,0,0,15,0
72,?,5th-6th,3,Widowed,?,Not-in-family,Female,0,0,40,0
33,Private,Some-college,10,Never-married,Other-service,Not-in-family,Male,0,0,35,0
53,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,Male,0,0,20,0
35,Private,Assoc-voc,11,Never-married,Tech-support,Not-in-family,Male,0,0,40,0
31,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,40,0
18,Private,12th,8,Never-married,Sales,Own-child,Female,0,0,20,0
45,Private,Assoc-voc,11,Divorced,Handlers-cleaners,Not-in-family,Female,0,0,40,0
28,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Female,0,0,30,0
22,Local-gov,5th-6th,3,Never-married,Handlers-cleaners,Other-relative,Male,0,0,40,1
55,Private,Some-college,10,Divorced,Tech-support,Not-in-family,Male,0,0,40,0
45,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,1902,40,1
22,Private,HS-grad,9,Never-married,Sales,Not-in-family,Female,0,0,37,0
37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,1672,60,0
28,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Own-child,Male,0,0,40,0
19,Private,11th,7,Never-married,Sales,Own-child,Female,0,0,35,0
37,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,1902,45,1
50,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
31,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,35,0
40,Private,Preschool,1,Never-married,Other-service,Not-in-family,Female,0,0,20,0
51,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,45,0
56,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Female,0,0,40,0
21,Private,Some-college,10,Never-married,Tech-support,Own-child,Female,0,0,35,0
40,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Male,7688,0,44,1
22,Private,Some-college,10,Never-married,Exec-managerial,Unmarried,Female,0,0,40,0
47,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,2415,45,1
44,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
30,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Male,0,0,40,0
44,Local-gov,Some-college,10,Divorced,Other-service,Unmarried,Female,0,0,40,0
41,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,40,1
47,Private,Assoc-acdm,12,Divorced,Sales,Own-child,Male,0,0,44,0
26,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,1
34,Private,Assoc-voc,11,Never-married,Tech-support,Not-in-family,Male,0,0,40,0
47,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,Male,99999,0,40,1
36,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,Female,0,0,38,0
21,Private,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,46,0
45,State-gov,Bachelors,13,Divorced,Protective-serv,Not-in-family,Male,0,0,40,0
33,Private,HS-grad,9,Separated,Craft-repair,Not-in-family,Male,0,0,35,0
33,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,65,0
58,Self-emp-not-inc,HS-grad,9,Divorced,Farming-fishing,Unmarried,Female,0,0,10,0
31,Private,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,Male,0,0,50,1
32,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,50,1
44,Federal-gov,Bachelors,13,Widowed,Exec-managerial,Unmarried,Female,0,0,40,1
24,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,0
35,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,Male,7688,0,20,1
43,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,1977,50,1
49,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
37,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Wife,Female,0,0,50,0
42,Self-emp-not-inc,Bachelors,13,Never-married,Farming-fishing,Own-child,Male,0,0,35,0
31,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,Male,0,1485,55,1
19,Private,HS-grad,9,Never-married,Other-service,Own-child,Female,0,0,25,0
41,Private,Doctorate,16,Never-married,Machine-op-inspct,Not-in-family,Female,0,0,40,1
51,Self-emp-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,30,0
51,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,1
63,Private,10th,6,Widowed,Other-service,Not-in-family,Female,0,0,31,0
39,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,1
30,Private,HS-grad,9,Never-married,Sales,Own-child,Male,0,0,40,0
62,Without-pay,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,16,0
27,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,Male,0,0,40,0
32,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,Male,0,2042,30,0
37,Local-gov,Bachelors,13,Married-civ-spouse,Other-service,Husband,Male,0,0,40,1
47,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,1887,50,1
31,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,1902,43,1
42,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,40,0
37,Private,Assoc-voc,11,Married-spouse-absent,Sales,Unmarried,Female,0,0,32,0
60,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Male,0,2042,34,0
42,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Male,0,0,72,1
38,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,36,1
24,Private,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,Male,0,0,20,0
34,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,45,0
20,?,Some-college,10,Never-married,?,Own-child,Female,0,0,30,0
29,Local-gov,Some-college,10,Never-married,Protective-serv,Own-child,Male,0,0,48,0
90,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,Female,0,0,25,0
55,Private,12th,8,Divorced,Machine-op-inspct,Not-in-family,Female,0,0,40,0
36,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,0
49,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Female,0,0,60,0
50,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,0
17,Private,11th,7,Never-married,Other-service,Own-child,Male,0,0,25,0
54,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,70,0
26,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Male,0,0,10,0
